AQI,Concentration,Date,Health,Location,count
11.91829004,3.670833333,7/11/11,GOOD,La Grande,
8.116883117,2.5,7/11/11,Good,Medford,
13.16287879,4.054166667,7/11/11,GOOD,Portland,
10.75487013,3.3125,7/10/11,GOOD,Bend,
10.95779221,3.375,7/10/11,GOOD,La Grande,
12.51352814,3.854166667,7/10/11,Good,Medford,
12.74350649,3.925,7/10/11,GOOD,Portland,
10.06493506,3.1,7/9/11,GOOD,Bend,
10.1461039,3.125,7/9/11,GOOD,La Grande,
12.60822511,3.883333333,7/9/11,Good,Medford,
10.82251082,3.333333333,7/9/11,GOOD,Portland,
10.11904762,3.116666667,7/8/11,GOOD,Bend,
9.753787879,3.004166667,7/8/11,GOOD,La Grande,
10.71428571,3.3,7/8/11,Good,Medford,
8.766233766,2.7,7/8/11,GOOD,Portland,
13.2034632,4.066666667,7/7/11,GOOD,Bend,
16.03084416,4.9375,7/7/11,GOOD,La Grande,
14.38041126,4.429166667,7/7/11,Good,Medford,
9.253246753,2.85,7/7/11,GOOD,Portland,
15.51677489,4.779166667,7/6/11,GOOD,Bend,
14.51569264,4.470833333,7/6/11,GOOD,La Grande,
18.0465368,5.558333333,7/6/11,Good,Medford,
10.18668831,3.1375,7/6/11,GOOD,Portland,
13.74458874,4.233333333,7/5/11,GOOD,Bend,
14.47510823,4.458333333,7/5/11,GOOD,La Grande,
23.7012987,7.3,7/5/11,Good,Medford,
21.75324675,6.7,7/5/11,GOOD,Portland,
15.92261905,4.904166667,7/4/11,GOOD,Bend,
17.05898268,5.254166667,7/4/11,GOOD,La Grande,
48.16017316,14.83333333,7/4/11,Good,Medford,
21.83441558,6.725,7/4/11,GOOD,Portland,
16.23376623,5,7/3/11,GOOD,Bend,
16.3284632,5.029166667,7/3/11,GOOD,La Grande,
16.34199134,5.033333333,7/3/11,Good,Medford,
13.21699134,4.070833333,7/3/11,GOOD,Portland,
12.06709957,3.716666667,7/2/11,GOOD,Bend,
13.40638528,4.129166667,7/2/11,GOOD,La Grande,
16.88311688,5.2,7/2/11,Good,Medford,
17.85714286,5.5,7/2/11,GOOD,Portland,
10.24080087,3.154166667,7/1/11,GOOD,Bend,
10.13257576,3.120833333,7/1/11,GOOD,La Grande,
13.05465368,4.020833333,7/1/11,Good,Medford,
12.31060606,3.791666667,7/1/11,GOOD,Portland,
16.91017316,5.208333333,9/30/10,GOOD,Bend,
19.06114719,5.870833333,9/30/10,GOOD,La Grande,
25.18939394,7.758333333,9/30/10,Good,Medford,
19.6969697,6.066666667,9/30/10,GOOD,Portland,
25.32467532,7.8,9/29/10,GOOD,Bend,
9.74025974,3,9/29/10,GOOD,La Grande,
27.27272727,8.4,9/29/10,Good,Medford,
15.58441558,4.8,9/29/10,GOOD,Portland,
29.87012987,9.2,9/28/10,GOOD,Bend,
12.52705628,3.858333333,9/28/10,GOOD,La Grande,
19.96753247,6.15,9/28/10,Good,Medford,
12.83820346,3.954166667,9/28/10,GOOD,Portland,
13.56872294,4.179166667,9/27/10,GOOD,Bend,
14.66450216,4.516666667,9/27/10,GOOD,La Grande,
15.82792208,4.875,9/27/10,Good,Medford,
14.77272727,4.55,9/27/10,GOOD,Portland,
11.94534632,3.679166667,9/26/10,GOOD,Bend,
15.34090909,4.725,9/26/10,GOOD,La Grande,
14.93506494,4.6,9/26/10,Good,Medford,
20.12987013,6.2,9/26/10,GOOD,Portland,
14.97564935,4.6125,9/25/10,GOOD,Bend,
12.78409091,3.9375,9/25/10,GOOD,La Grande,
18.23593074,5.616666667,9/25/10,Good,Medford,
38.31168831,11.8,9/25/10,GOOD,Portland,
13.24404762,4.079166667,9/24/10,GOOD,Bend,
14.17748918,4.366666667,9/24/10,GOOD,La Grande,
14.6780303,4.520833333,9/24/10,Good,Medford,
18.97997835,5.845833333,9/24/10,GOOD,Portland,
9.415584416,2.9,9/23/10,GOOD,Bend,
24.35064935,7.5,9/23/10,GOOD,La Grande,
14.61038961,4.5,9/23/10,Good,Medford,
17.85714286,5.5,9/23/10,GOOD,Portland,
16.85606061,5.191666667,9/22/10,GOOD,Bend,
11.76948052,3.625,9/22/10,GOOD,La Grande,
18.29004329,5.633333333,9/22/10,Good,Medford,
27.82738095,8.570833333,9/22/10,GOOD,Portland,
13.36580087,4.116666667,9/21/10,GOOD,Bend,
11.78300866,3.629166667,9/21/10,GOOD,La Grande,
15.08387446,4.645833333,9/21/10,Good,Medford,
25.67640693,7.908333333,9/21/10,GOOD,Portland,
8.671536797,2.670833333,9/20/10,GOOD,Bend,
10.01082251,3.083333333,9/20/10,GOOD,La Grande,
5.844155844,1.8,9/20/10,Good,Medford,
14.93506494,4.6,9/20/10,GOOD,Portland,
8.130411255,2.504166667,9/19/10,GOOD,Bend,
10.68722944,3.291666667,9/19/10,GOOD,La Grande,
10.06493506,3.1,9/19/10,Good,Medford,
5.708874459,1.758333333,9/19/10,GOOD,Portland,
11.03896104,3.4,9/18/10,GOOD,Bend,
11.95887446,3.683333333,9/18/10,GOOD,La Grande,
14.55627706,4.483333333,9/18/10,Good,Medford,
11.94534632,3.679166667,9/18/10,GOOD,Portland,
13.31168831,4.1,9/17/10,GOOD,Bend,
37.01298701,11.4,9/17/10,GOOD,La Grande,
8.766233766,2.7,9/17/10,Good,Medford,
18.11417749,5.579166667,9/17/10,GOOD,Portland,
14.33982684,4.416666667,9/16/10,GOOD,Bend,
15.38149351,4.7375,9/16/10,GOOD,La Grande,
11.35010823,3.495833333,9/16/10,Good,Medford,
9.158549784,2.820833333,9/16/10,GOOD,Portland,
11.85064935,3.65,9/15/10,GOOD,Bend,
14.58333333,4.491666667,9/15/10,GOOD,La Grande,
14.17748918,4.366666667,9/15/10,Good,Medford,
27.74621212,8.545833333,9/15/10,GOOD,Portland,
14.55627706,4.483333333,9/14/10,GOOD,Bend,
11.71536797,3.608333333,9/14/10,GOOD,La Grande,
14.61038961,4.5,9/14/10,Good,Medford,
25,7.7,9/14/10,GOOD,Portland,
14.20454545,4.375,9/13/10,GOOD,Bend,
12.39177489,3.816666667,9/13/10,GOOD,La Grande,
20.30573593,6.254166667,9/13/10,Good,Medford,
10.4978355,3.233333333,9/13/10,GOOD,Portland,
11.53950216,3.554166667,9/12/10,GOOD,Bend,
11.44480519,3.525,9/12/10,GOOD,La Grande,
17.18073593,5.291666667,9/12/10,Good,Medford,
16.84253247,5.1875,9/12/10,GOOD,Portland,
9.090909091,2.8,9/11/10,GOOD,Bend,
10.38961039,3.2,9/11/10,GOOD,La Grande,
12.98701299,4,9/11/10,Good,Medford,
21.75324675,6.7,9/11/10,GOOD,Portland,
11.98593074,3.691666667,9/10/10,GOOD,Bend,
10.90367965,3.358333333,9/10/10,GOOD,La Grande,
12.08062771,3.720833333,9/10/10,Good,Medford,
22.754329,7.008333333,9/10/10,GOOD,Portland,
9.523809524,2.933333333,9/9/10,GOOD,Bend,
8.806818182,2.7125,9/9/10,GOOD,La Grande,
10.90367965,3.358333333,9/9/10,Good,Medford,
14.79978355,4.558333333,9/9/10,GOOD,Portland,
9.599096556,2.956521739,9/8/10,GOOD,Bend,
13.36580087,4.116666667,9/8/10,GOOD,La Grande,
4.87012987,1.5,9/8/10,Good,Medford,
12.01298701,3.7,9/8/10,GOOD,Portland,
10.6737013,3.2875,9/7/10,GOOD,Bend,
11.10660173,3.420833333,9/7/10,GOOD,La Grande,
10.48430736,3.229166667,9/7/10,Good,Medford,
13.86634199,4.270833333,9/7/10,GOOD,Portland,
10.97132035,3.379166667,9/6/10,GOOD,Bend,
11.06601732,3.408333333,9/6/10,GOOD,La Grande,
10.99837662,3.3875,9/6/10,Good,Medford,
16.53138528,5.091666667,9/6/10,GOOD,Portland,
12.04004329,3.708333333,9/5/10,GOOD,Bend,
9.090909091,2.8,9/5/10,GOOD,La Grande,
9.415584416,2.9,9/5/10,Good,Medford,
13.63636364,4.2,9/5/10,GOOD,Portland,
14.81331169,4.5625,9/4/10,GOOD,Bend,
11.64596273,3.586956522,9/4/10,GOOD,La Grande,
15.77380952,4.858333333,9/4/10,Good,Medford,
8.008658009,2.466666667,9/4/10,GOOD,Portland,
17.58658009,5.416666667,9/3/10,GOOD,Bend,
12.74350649,3.925,9/3/10,GOOD,La Grande,
20.5762987,6.3375,9/3/10,Good,Medford,
18.68235931,5.754166667,9/3/10,GOOD,Portland,
12.93290043,3.983333333,9/2/10,GOOD,Bend,
11.7965368,3.633333333,9/2/10,GOOD,La Grande,
11.03896104,3.4,9/2/10,Good,Medford,
11.68831169,3.6,9/2/10,GOOD,Portland,
7.859848485,2.420833333,9/1/10,GOOD,Bend,
9.902597403,3.05,9/1/10,GOOD,La Grande,
11.18777056,3.445833333,9/1/10,Good,Medford,
8.698593074,2.679166667,9/1/10,GOOD,Portland,
8.373917749,2.579166667,8/31/10,GOOD,Bend,
12.89231602,3.970833333,8/31/10,GOOD,La Grande,
12.70292208,3.9125,8/31/10,Good,Medford,
16.00378788,4.929166667,8/31/10,GOOD,Portland,
8.116883117,2.5,8/30/10,GOOD,Bend,
18.83116883,5.8,8/30/10,GOOD,La Grande,
12.33766234,3.8,8/30/10,Good,Medford,
15.25974026,4.7,8/30/10,GOOD,Portland,
13.43344156,4.1375,8/29/10,GOOD,Bend,
10.11904762,3.116666667,8/29/10,GOOD,La Grande,
12.71645022,3.916666667,8/29/10,Good,Medford,
14.06926407,4.333333333,8/29/10,GOOD,Portland,
16.19318182,4.9875,8/28/10,GOOD,Bend,
11.74477696,3.617391304,8/28/10,GOOD,La Grande,
10.79545455,3.325,8/28/10,Good,Medford,
8.969155844,2.7625,8/28/10,GOOD,Portland,
22.01028139,6.779166667,8/27/10,GOOD,Bend,
9.794372294,3.016666667,8/27/10,GOOD,La Grande,
8.116883117,2.5,8/27/10,Good,Medford,
12.33766234,3.8,8/27/10,GOOD,Portland,
26.59632035,8.191666667,8/26/10,GOOD,Bend,
18.76352814,5.779166667,8/26/10,GOOD,La Grande,
20.06222944,6.179166667,8/26/10,Good,Medford,
7.941017316,2.445833333,8/26/10,GOOD,Portland,
37.70292208,11.6125,8/25/10,GOOD,Bend,
14.66450216,4.516666667,8/25/10,GOOD,La Grande,
21.90852626,6.747826087,8/25/10,Good,Medford,
21.06331169,6.4875,8/25/10,GOOD,Portland,
21.1038961,6.5,8/24/10,GOOD,Bend,
13.96103896,4.3,8/24/10,GOOD,La Grande,
16.23376623,5,8/24/10,Good,Medford,
17.20779221,5.3,8/24/10,GOOD,Portland,
10.82251082,3.333333333,8/23/10,GOOD,Bend,
10.79545455,3.325,8/23/10,GOOD,La Grande,
13.00054113,4.004166667,8/23/10,Good,Medford,
16.78841991,5.170833333,8/23/10,GOOD,Portland,
10.21374459,3.145833333,8/22/10,GOOD,Bend,
13.40638528,4.129166667,8/22/10,GOOD,La Grande,
12.25649351,3.775,8/22/10,Good,Medford,
12.70292208,3.9125,8/22/10,GOOD,Portland,
16.00378788,4.929166667,8/21/10,GOOD,Bend,
16.26082251,5.008333333,8/21/10,GOOD,La Grande,
21.75324675,6.7,8/21/10,Good,Medford,
12.98701299,4,8/21/10,GOOD,Portland,
14.75919913,4.545833333,8/20/10,GOOD,Bend,
14.08279221,4.3375,8/20/10,GOOD,La Grande,
19.39935065,5.975,8/20/10,Good,Medford,
10.83603896,3.3375,8/20/10,GOOD,Portland,
13.67694805,4.2125,8/19/10,GOOD,Bend,
18.08712121,5.570833333,8/19/10,GOOD,La Grande,
22.93019481,7.0625,8/19/10,Good,Medford,
14.85036702,4.573913043,8/19/10,GOOD,Portland,
11.36363636,3.5,8/18/10,GOOD,Bend,
19.48051948,6,8/18/10,GOOD,La Grande,
18.18181818,5.6,8/18/10,Good,Medford,
22.72727273,7,8/18/10,GOOD,Portland,
16.46374459,5.070833333,8/17/10,GOOD,Bend,
20.30573593,6.254166667,8/17/10,GOOD,La Grande,
32.50811688,10.0125,8/17/10,Good,Medford,
39.96212121,12.30833333,8/17/10,GOOD,Portland,
16.85606061,5.191666667,8/16/10,GOOD,Bend,
13.74458874,4.233333333,8/16/10,GOOD,La Grande,
22.61904762,6.966666667,8/16/10,Good,Medford,
27.09686147,8.345833333,8/16/10,GOOD,Portland,
14.93506494,4.6,8/15/10,GOOD,Bend,
13.59577922,4.1875,8/15/10,GOOD,La Grande,
35.06493506,10.8,8/15/10,Good,Medford,
18.50649351,5.7,8/15/10,GOOD,Portland,
13.31168831,4.1,8/14/10,GOOD,Bend,
14.69155844,4.525,8/14/10,GOOD,La Grande,
23.66071429,7.2875,8/14/10,Good,Medford,
10.87662338,3.35,8/14/10,GOOD,Portland,
17.26190476,5.316666667,8/13/10,GOOD,Bend,
15.19209957,4.679166667,8/13/10,GOOD,La Grande,
18.30357143,5.6375,8/13/10,Good,Medford,
16.54491342,5.095833333,8/13/10,GOOD,Portland,
12.33766234,3.8,8/12/10,GOOD,Bend,
16.55844156,5.1,8/12/10,GOOD,La Grande,
14.61038961,4.5,8/12/10,Good,Medford,
21.75324675,6.7,8/12/10,GOOD,Portland,
11.76948052,3.625,8/11/10,GOOD,Bend,
11.33658009,3.491666667,8/11/10,GOOD,La Grande,
12.12591756,3.734782609,8/11/10,Good,Medford,
15.24621212,4.695833333,8/11/10,GOOD,Portland,
12.11180124,3.730434783,8/10/10,GOOD,Bend,
11.81006494,3.6375,8/10/10,GOOD,La Grande,
13.92045455,4.2875,8/10/10,Good,Medford,
12.18885281,3.754166667,8/10/10,GOOD,Portland,
11.0254329,3.395833333,8/9/10,GOOD,Bend,
11.10660173,3.420833333,8/9/10,GOOD,La Grande,
9.415584416,2.9,8/9/10,Good,Medford,
11.03896104,3.4,8/9/10,GOOD,Portland,
9.92965368,3.058333333,8/8/10,GOOD,Bend,
8.576839827,2.641666667,8/8/10,GOOD,La Grande,
10.11904762,3.116666667,8/8/10,Good,Medford,
5.194805195,1.6,8/8/10,GOOD,Portland,
25.66287879,7.904166667,8/7/10,GOOD,Bend,
23.62012987,7.275,8/7/10,GOOD,La Grande,
26.83982684,8.266666667,8/7/10,Good,Medford,
8.225108225,2.533333333,8/7/10,GOOD,Portland,
54.69346734,17,8/6/10,MOD,Bend,
52.72361809,16.2,8/6/10,MOD,La Grande,
44.80519481,13.8,8/6/10,Good,Medford,
22.4025974,6.9,8/6/10,GOOD,Portland,
85.08249581,29.34166667,8/5/10,MOD,Bend,
40.63852814,12.51666667,8/5/10,GOOD,La Grande,
16.68019481,5.1375,8/5/10,Good,Medford,
47.59199134,14.65833333,8/5/10,GOOD,Portland,
35.34902597,10.8875,8/4/10,GOOD,Bend,
26.46103896,8.15,8/4/10,GOOD,La Grande,
16.72077922,5.15,8/4/10,Good,Medford,
30.79004329,9.483333333,8/4/10,GOOD,Portland,
56.75565327,17.8375,8/3/10,MOD,Bend,
25.04058442,7.7125,8/3/10,GOOD,La Grande,
33.44155844,10.3,8/3/10,Good,Medford,
17.53246753,5.4,8/3/10,GOOD,Portland,
26.92099567,8.291666667,8/2/10,GOOD,Bend,
32.67045455,10.0625,8/2/10,GOOD,La Grande,
20.33279221,6.2625,8/2/10,Good,Medford,
17.73538961,5.4625,8/2/10,GOOD,Portland,
16.17965368,4.983333333,8/1/10,GOOD,Bend,
18.24945887,5.620833333,8/1/10,GOOD,La Grande,
16.69372294,5.141666667,8/1/10,Good,Medford,
14.25865801,4.391666667,8/1/10,GOOD,Portland,
17.20779221,5.3,7/31/10,GOOD,Bend,
25.32467532,7.8,7/31/10,GOOD,La Grande,
16.55844156,5.1,7/31/10,Good,Medford,
18.50649351,5.7,7/31/10,GOOD,Portland,
22.59199134,6.958333333,7/30/10,GOOD,Bend,
25.13528139,7.741666667,7/30/10,GOOD,La Grande,
19.4534632,5.991666667,7/30/10,Good,Medford,
18.34415584,5.65,7/30/10,GOOD,Portland,
29.11255411,8.966666667,7/29/10,GOOD,Bend,
24.33712121,7.495833333,7/29/10,GOOD,La Grande,
23.53896104,7.25,7/29/10,Good,Medford,
14.51569264,4.470833333,7/29/10,GOOD,Portland,
21.41504329,6.595833333,7/28/10,GOOD,Bend,
23.10606061,7.116666667,7/28/10,GOOD,La Grande,
25.32467532,7.8,7/28/10,Good,Medford,
19.15584416,5.9,7/28/10,GOOD,Portland,
18.10064935,5.575,7/27/10,GOOD,Bend,
16.65313853,5.129166667,7/27/10,GOOD,La Grande,
19.12878788,5.891666667,7/27/10,Good,Medford,
28.97727273,8.925,7/27/10,GOOD,Portland,
23.09253247,7.1125,7/26/10,GOOD,Bend,
18.38474026,5.6625,7/26/10,GOOD,La Grande,
16.68019481,5.1375,7/26/10,Good,Medford,
18.43885281,5.679166667,7/26/10,GOOD,Portland,
19.15584416,5.9,7/25/10,GOOD,Bend,
17.20779221,5.3,7/25/10,GOOD,La Grande,
20.12987013,6.2,7/25/10,Good,Medford,
21.42857143,6.6,7/25/10,GOOD,Portland,
20.88744589,6.433333333,7/24/10,GOOD,Bend,
12.60822511,3.883333333,7/24/10,GOOD,La Grande,
15.86850649,4.8875,7/24/10,Good,Medford,
16.00378788,4.929166667,7/24/10,GOOD,Portland,
10.41666667,3.208333333,7/23/10,GOOD,Bend,
10.254329,3.158333333,7/23/10,GOOD,La Grande,
13.2711039,4.0875,7/23/10,Good,Medford,
14.51569264,4.470833333,7/23/10,GOOD,Portland,
15.86850649,4.8875,7/22/10,GOOD,Bend,
14.02867965,4.320833333,7/22/10,GOOD,La Grande,
18.50649351,5.7,7/22/10,Good,Medford,
11.36363636,3.5,7/22/10,GOOD,Portland,
16.78841991,5.170833333,7/21/10,GOOD,Bend,
16.7478355,5.158333333,7/21/10,GOOD,La Grande,
16.82900433,5.183333333,7/21/10,Good,Medford,
25.45995671,7.841666667,7/21/10,GOOD,Portland,
12.68939394,3.908333333,7/20/10,GOOD,Bend,
18.45238095,5.683333333,7/20/10,GOOD,La Grande,
13.98809524,4.308333333,7/20/10,Good,Medford,
21.44209957,6.604166667,7/20/10,GOOD,Portland,
14.61038961,4.5,7/19/10,GOOD,Bend,
16.23376623,5,7/19/10,GOOD,La Grande,
12.98701299,4,7/19/10,Good,Medford,
16.55844156,5.1,7/19/10,GOOD,Portland,
9.807900433,3.020833333,7/18/10,GOOD,Bend,
6.371753247,1.9625,7/18/10,GOOD,La Grande,
11.16071429,3.4375,7/18/10,Good,Medford,
13.70400433,4.220833333,7/18/10,GOOD,Portland,
9.970238095,3.070833333,7/17/10,GOOD,Bend,
7.968073593,2.454166667,7/17/10,GOOD,La Grande,
12.52705628,3.858333333,7/17/10,Good,Medford,
14.93506494,4.6,7/17/10,GOOD,Portland,
12.18885281,3.754166667,7/16/10,GOOD,Bend,
12.72997835,3.920833333,7/16/10,GOOD,La Grande,
20.12987013,6.2,7/16/10,Good,Medford,
14.28571429,4.4,7/16/10,GOOD,Portland,
10.36255411,3.191666667,7/15/10,GOOD,Bend,
13.33874459,4.108333333,7/15/10,GOOD,La Grande,
14.36688312,4.425,7/15/10,Good,Medford,
13.36580087,4.116666667,7/15/10,GOOD,Portland,
8.576839827,2.641666667,7/14/10,GOOD,Bend,
10.28138528,3.166666667,7/14/10,GOOD,La Grande,
10.41666667,3.208333333,7/14/10,Good,Medford,
13.64989177,4.204166667,7/14/10,GOOD,Portland,
9.415584416,2.9,7/13/10,GOOD,Bend,
8.116883117,2.5,7/13/10,GOOD,La Grande,
12.01298701,3.7,7/13/10,Good,Medford,
13.31168831,4.1,7/13/10,GOOD,Portland,
6.060606061,1.866666667,7/12/10,GOOD,Bend,
8.779761905,2.704166667,7/12/10,GOOD,La Grande,
7.981601732,2.458333333,7/12/10,Good,Medford,
5.465367965,1.683333333,7/12/10,GOOD,Portland,
13.56872294,4.179166667,7/11/10,GOOD,Bend,
13.66341991,4.208333333,7/11/10,GOOD,La Grande,
9.753787879,3.004166667,7/11/10,Good,Medford,
10.11904762,3.116666667,7/11/10,GOOD,Portland,
25.25703463,7.779166667,7/10/10,GOOD,Bend,
15.16504329,4.670833333,7/10/10,GOOD,La Grande,
21.1038961,6.5,7/10/10,Good,Medford,
11.03896104,3.4,7/10/10,GOOD,Portland,
,,7/9/10,missing,Bend,
20.26515152,6.241666667,7/9/10,GOOD,La Grande,
22.83549784,7.033333333,7/9/10,Good,Medford,
25.44642857,7.8375,7/9/10,GOOD,Portland,
11.33658009,3.491666667,7/8/10,GOOD,Bend,
15.50324675,4.775,7/8/10,GOOD,La Grande,
20.07575758,6.183333333,7/8/10,Good,Medford,
22.37554113,6.891666667,7/8/10,GOOD,Portland,
12.01298701,3.7,7/7/10,GOOD,Bend,
12.98701299,4,7/7/10,GOOD,La Grande,
15.58441558,4.8,7/7/10,Good,Medford,
19.15584416,5.9,7/7/10,GOOD,Portland,
8.225108225,2.533333333,7/6/10,GOOD,Bend,
8.428030303,2.595833333,7/6/10,GOOD,La Grande,
10.87662338,3.35,7/6/10,Good,Medford,
15.05681818,4.6375,7/6/10,GOOD,Portland,
8.211580087,2.529166667,7/5/10,GOOD,Bend,
8.170995671,2.516666667,7/5/10,GOOD,La Grande,
17.53246753,5.4,7/5/10,Good,Medford,
19.37229437,5.966666667,7/5/10,GOOD,Portland,
12.27002165,3.779166667,7/4/10,GOOD,Bend,
7.426948052,2.2875,7/4/10,GOOD,La Grande,
59.61809045,19,7/4/10,Mod,Medford,
32.46753247,10,7/4/10,GOOD,Portland,
8.008658009,2.466666667,7/3/10,GOOD,Bend,
7.16991342,2.208333333,7/3/10,GOOD,La Grande,
9.036796537,2.783333333,7/3/10,Good,Medford,
10.6737013,3.2875,7/3/10,GOOD,Portland,
4.288419913,1.320833333,7/2/10,GOOD,Bend,
7.048160173,2.170833333,7/2/10,GOOD,La Grande,
4.978354978,1.533333333,7/2/10,Good,Medford,
8.630952381,2.658333333,7/2/10,GOOD,Portland,
6.588203463,2.029166667,7/1/10,GOOD,Bend,
11.36363636,3.5,7/1/10,GOOD,La Grande,
10.06493506,3.1,7/1/10,Good,Medford,
12.01298701,3.7,7/1/10,GOOD,Portland,
8.198051948,2.525,9/30/09,Good,Bend,
21.69209957,6.681166667,9/30/09,GOOD,La Grande,
26.09794372,8.038166667,9/30/09,Good,Medford,
14.23160173,4.383333333,9/30/09,GOOD,Portland,
6.425865801,1.979166667,9/29/09,Good,Bend,
21.43668831,6.6025,9/29/09,GOOD,La Grande,
22.01136364,6.7795,9/29/09,Good,Medford,
11.70183983,3.604166667,9/29/09,GOOD,Portland,
107.6331658,38.5,9/28/09,UFSG,Bend,
19.15584416,5.9,9/28/09,GOOD,La Grande,
34.41558442,10.6,9/28/09,Good,Medford,
14.61038961,4.5,9/28/09,GOOD,Portland,
10.86309524,3.345833333,9/27/09,Good,Bend,
23.54799548,7.252782609,9/27/09,GOOD,La Grande,
98.07365159,34.61766667,9/27/09,Mod,Medford,
15.47619048,4.766666667,9/27/09,GOOD,Portland,
35.03787879,10.79166667,9/26/09,Good,Bend,
31.62121212,9.739333333,9/26/09,GOOD,La Grande,
154.4413506,61.46266667,9/26/09,Unhealthy,Medford,
15.70616883,4.8375,9/26/09,GOOD,Portland,
52.06700168,15.93333333,9/25/09,Mod,Bend,
29.48214286,9.0805,9/25/09,GOOD,La Grande,
146.3065327,53.9,9/25/09,UFSG,Medford,
18.83116883,5.8,9/25/09,GOOD,Portland,
,,9/24/09,MISSING,Bend,
28.55627706,8.795333333,9/24/09,GOOD,La Grande,
,,9/24/09,Missing,Medford,
19.77813853,6.091666667,9/24/09,GOOD,Portland,
,,9/23/09,MISSING,Bend,
25.49134199,7.851333333,9/23/09,GOOD,La Grande,
,,9/23/09,Missing,Medford,
27.08333333,8.341666667,9/23/09,GOOD,Portland,
23.05194805,7.1,9/22/09,Good,Bend,
16.23376623,5,9/22/09,GOOD,La Grande,
21.1038961,6.5,9/22/09,Good,Medford,
14.28571429,4.4,9/22/09,GOOD,Portland,
10.72781385,3.304166667,9/21/09,Good,Bend,
23.44805195,7.222,9/21/09,GOOD,La Grande,
43.08279221,13.2695,9/21/09,Good,Medford,
12.04004329,3.708333333,9/21/09,GOOD,Portland,
8.198051948,2.525,9/20/09,Good,Bend,
21.21320346,6.533666667,9/20/09,GOOD,La Grande,
34.17532468,10.526,9/20/09,Good,Medford,
16.2202381,4.995833333,9/20/09,GOOD,Portland,
,,9/19/09,MISSING,Bend,
24.40584416,7.517,9/19/09,GOOD,La Grande,
12.98701299,4,9/19/09,Good,Medford,
12.66233766,3.9,9/19/09,GOOD,Portland,
,,9/18/09,MISSING,Bend,
25.65097403,7.9005,9/18/09,GOOD,La Grande,
,,9/18/09,Missing,Medford,
23.72835498,7.308333333,9/18/09,GOOD,Portland,
9.104437229,2.804166667,9/17/09,Good,Bend,
20.89393939,6.435333333,9/17/09,GOOD,La Grande,
24.46969697,7.536666667,9/17/09,Good,Medford,
21.61796537,6.658333333,9/17/09,GOOD,Portland,
18.50649351,5.7,9/16/09,Good,Bend,
18.83116883,5.8,9/16/09,GOOD,La Grande,
8.766233766,2.7,9/16/09,Good,Medford,
10.06493506,3.1,9/16/09,GOOD,Portland,
14.89448052,4.5875,9/15/09,Good,Bend,
24.88474026,7.6645,9/15/09,GOOD,La Grande,
24.50162338,7.5465,9/15/09,Good,Medford,
14.28571429,4.4,9/15/09,GOOD,Portland,
12.59469697,3.879166667,9/14/09,Good,Bend,
29.13095238,8.972333333,9/14/09,GOOD,La Grande,
22.64989177,6.976166667,9/14/09,Good,Medford,
13.48755411,4.154166667,9/14/09,GOOD,Portland,
14.20454545,4.375,9/13/09,Good,Bend,
27.08766234,8.343,9/13/09,GOOD,La Grande,
12.66233766,3.9,9/13/09,Good,Medford,
25.64935065,7.9,9/13/09,GOOD,Portland,
13.60930736,4.191666667,9/12/09,Good,Bend,
26.57683983,8.185666667,9/12/09,GOOD,La Grande,
31.94047619,9.837666667,9/12/09,Good,Medford,
25.85227273,7.9625,9/12/09,GOOD,Portland,
10.06493506,3.1,9/11/09,Good,Bend,
24.5974026,7.576,9/11/09,GOOD,La Grande,
30.85497835,9.503333333,9/11/09,Good,Medford,
15.25974026,4.7,9/11/09,GOOD,Portland,
11.36363636,3.5,9/10/09,Good,Bend,
10.38961039,3.2,9/10/09,GOOD,La Grande,
16.88311688,5.2,9/10/09,Good,Medford,
15.25974026,4.7,9/10/09,GOOD,Portland,
9.645562771,2.970833333,9/9/09,Good,Bend,
23.49594156,7.23675,9/9/09,GOOD,La Grande,
27.07169913,8.338083333,9/9/09,Good,Medford,
18.3982684,5.666666667,9/9/09,GOOD,Portland,
9.564393939,2.945833333,9/8/09,Good,Bend,
22.01136364,6.7795,9/8/09,GOOD,La Grande,
24.21428571,7.458,9/8/09,Good,Medford,
21.63149351,6.6625,9/8/09,GOOD,Portland,
5.722402597,1.7625,9/7/09,Good,Bend,
20.89393939,6.435333333,9/7/09,GOOD,La Grande,
9.090909091,2.8,9/7/09,Good,Medford,
12.66233766,3.9,9/7/09,GOOD,Portland,
4.613095238,1.420833333,9/6/09,Good,Bend,
20.74957651,6.390869565,9/6/09,GOOD,La Grande,
22.17099567,6.828666667,9/6/09,Good,Medford,
10.28138528,3.166666667,9/6/09,GOOD,Portland,
7.738095238,2.383333333,9/5/09,Good,Bend,
26.41720779,8.1365,9/5/09,GOOD,La Grande,
22.61796537,6.966333333,9/5/09,Good,Medford,
12.12121212,3.733333333,9/5/09,GOOD,Portland,
12.33766234,3.8,9/4/09,Good,Bend,
16.55844156,5.1,9/4/09,GOOD,La Grande,
14.93506494,4.6,9/4/09,Good,Medford,
15.90909091,4.9,9/4/09,GOOD,Portland,
8.536255411,2.629166667,9/3/09,Good,Bend,
24.94859307,7.684166667,9/3/09,GOOD,La Grande,
22.07521645,6.799166667,9/3/09,Good,Medford,
11.28246753,3.475,9/3/09,GOOD,Portland,
,,9/2/09,MISSING,Bend,
29.09902597,8.9625,9/2/09,GOOD,La Grande,
